markers,chr,pos,trait,lod
c2.loc209,2,209,lod.out.hk_LPCs,0.07248502029801784
c2.loc210,2,210,lod.out.hk_LPCs,0.0624718838885201
S2_236973210,2,210.8794385,lod.out.hk_LPCs,0.05093890629797215
S2_236974112,2,210.879482,lod.out.hk_LPCs,0.0509388037423264
S3_1406710,3,0,lod.out.hk_LPCs,0.005267352777366341
S3_1477366,3,4.35e-5,lod.out.hk_LPCs,0.005267355956732445
c3.loc1,3,1,lod.out.hk_LPCs,0.005152406253557729
S3_1535644,3,1.011962707,lod.out.hk_LPCs,0.0051510230333633444
c3.loc2,3,2,lod.out.hk_LPCs,0.005032507398652797
S3_1596928,3,2.094807999,lod.out.hk_LPCs,0.0050210872724392175
S3_1711851,3,2.094851483,lod.out.hk_LPCs,0.0050206592057975286
c3.loc3,3,3,lod.out.hk_LPCs,3.1959540706338885e-4
c3.loc4,3,4,lod.out.hk_LPCs,0.014937789339342089
c3.loc5,3,5,lod.out.hk_LPCs,0.05075026583944009
S3_1726738,3,5.840035896,lod.out.hk_LPCs,0.09290993997046826
c3.loc6,3,6,lod.out.hk_LPCs,0.09189390009919407
S3_1775697,3,6.947218615,lod.out.hk_LPCs,0.08574848265760693
c3.loc7,3,7,lod.out.hk_LPCs,0.09139366027659435
S3_1975926,3,7.980398009,lod.out.hk_LPCs,0.20629560827541127
c3.loc8,3,8,lod.out.hk_LPCs,0.20805570114214333
c3.loc9,3,9,lod.out.hk_LPCs,0.28158159975242825
S3_2083523,3,9.012182791,lod.out.hk_LPCs,0.28217316660811775
S3_2118557,3,9.013385243,lod.out.hk_LPCs,0.282231022819758
c3.loc10,3,10,lod.out.hk_LPCs,0.2674630028640195
c3.loc11,3,11,lod.out.hk_LPCs,0.2517047241890964
S3_2146214,3,11.09451634,lod.out.hk_LPCs,0.25017331508666985
c3.loc12,3,12,lod.out.hk_LPCs,0.23507173932318892
S3_2146532,3,12.09945787,lod.out.hk_LPCs,0.23338813650309476
S3_2155180,3,12.10015119,lod.out.hk_LPCs,0.23337628268711796
c3.loc13,3,13,lod.out.hk_LPCs,0.31139768167440707
S3_2291554,3,13.1554072,lod.out.hk_LPCs,0.3213189467963957
c3.loc14,3,14,lod.out.hk_LPCs,0.5393793320665736
S3_2626964,3,14.21080694,lod.out.hk_LPCs,0.5880059385586378
S3_2629147,3,14.84873902,lod.out.hk_LPCs,0.5869491429938307
c3.loc15,3,15,lod.out.hk_LPCs,0.5866593405053209
S3_2680689,3,15.50601532,lod.out.hk_LPCs,0.5856853492508662
c3.loc16,3,16,lod.out.hk_LPCs,0.7274364965539917
c3.loc17,3,17,lod.out.hk_LPCs,1.0208266245066966
S3_2688337,3,17.93474295,lod.out.hk_LPCs,1.2523252770243403
c3.loc18,3,18,lod.out.hk_LPCs,1.261243030655578
c3.loc19,3,19,lod.out.hk_LPCs,1.2854703971352137
S3_2778643,3,19.08800506,lod.out.hk_LPCs,1.2778642660243236
S3_2816372,3,19.08869839,lod.out.hk_LPCs,1.2778761920222337
c3.loc20,3,20,lod.out.hk_LPCs,1.2899930263598094
S3_3107332,3,20.18236551,lod.out.hk_LPCs,1.2916408593968072
c3.loc21,3,21,lod.out.hk_LPCs,1.2951221712131655
S3_3120801,3,21.28969209,lod.out.hk_LPCs,1.294978620707866
S3_3551665,3,21.29029845,lod.out.hk_LPCs,1.2949851768875078
c3.loc22,3,22,lod.out.hk_LPCs,1.3001691536278486
S3_3692878,3,22.40899379,lod.out.hk_LPCs,1.3009362146507328
c3.loc23,3,23,lod.out.hk_LPCs,1.1438563458444264
c3.loc24,3,24,lod.out.hk_LPCs,0.863026067209546
S3_3834622,3,24.73705972,lod.out.hk_LPCs,0.6641341751231948
S3_3887514,3,24.73812145,lod.out.hk_LPCs,0.6645196803214617
c3.loc25,3,25,lod.out.hk_LPCs,0.7592153669843356
S3_3912927,3,25.89034158,lod.out.hk_LPCs,1.042974587572644
c3.loc26,3,26,lod.out.hk_LPCs,1.0939958747455307
c3.loc27,3,27,lod.out.hk_LPCs,1.4832077535062353
S3_4139219,3,27.01724985,lod.out.hk_LPCs,1.4882202332312318
c3.loc28,3,28,lod.out.hk_LPCs,1.5193508165693856
S3_4340588,3,28.14415813,lod.out.hk_LPCs,1.5022266275263405
c3.loc29,3,29,lod.out.hk_LPCs,1.2651908200747357
S3_4540534,3,29.27097745,lod.out.hk_LPCs,1.164756949298635
c3.loc30,3,30,lod.out.hk_LPCs,1.5421826714139684
c3.loc31,3,31,lod.out.hk_LPCs,2.082130052642185
S3_4708402,3,31.63945649,lod.out.hk_LPCs,2.387147856550939
c3.loc32,3,32,lod.out.hk_LPCs,2.528889796241913
c3.loc33,3,33,lod.out.hk_LPCs,2.8271684595927695
c3.loc34,3,34,lod.out.hk_LPCs,2.894063472378832
S3_5299185,3,34.13151171,lod.out.hk_LPCs,2.882338400720755
c3.loc35,3,35,lod.out.hk_LPCs,3.0963019780859327
S3_5578804,3,35.37180683,lod.out.hk_LPCs,3.0432448580868936
S3_5587818,3,35.37272784,lod.out.hk_LPCs,3.042999211333381
c3.loc36,3,36,lod.out.hk_LPCs,3.6818608545270877
S3_5850435,3,36.64671862,lod.out.hk_LPCs,4.097554424366933
c3.loc37,3,37,lod.out.hk_LPCs,4.089817981503813
S3_5948279,3,37.66350426,lod.out.hk_LPCs,4.073280396795326
c3.loc38,3,38,lod.out.hk_LPCs,4.115068314046198
c3.loc39,3,39,lod.out.hk_LPCs,4.092416896292377
c3.loc40,3,40,lod.out.hk_LPCs,3.872630420982432
S3_5986770,3,40.32667177,lod.out.hk_LPCs,3.767959976974282
c3.loc41,3,41,lod.out.hk_LPCs,3.8133501553967903
S3_6294254,3,41.52815474,lod.out.hk_LPCs,3.8474705876612347
c3.loc42,3,42,lod.out.hk_LPCs,3.8764447547321765
S3_6685145,3,42.74434893,lod.out.hk_LPCs,3.919546688159471
c3.loc43,3,43,lod.out.hk_LPCs,3.9332381021111473
S3_6792242,3,43.95885504,lod.out.hk_LPCs,3.9806583946046885
c3.loc44,3,44,lod.out.hk_LPCs,4.039573792383237
c3.loc45,3,45,lod.out.hk_LPCs,4.891609658355208
S3_7204806,3,45.08764734,lod.out.hk_LPCs,4.904329764355566
c3.loc46,3,46,lod.out.hk_LPCs,4.94184509185277
S3_7969639,3,46.27050697,lod.out.hk_LPCs,4.951652373503748
c3.loc47,3,47,lod.out.hk_LPCs,5.513211798159659
c3.loc48,3,48,lod.out.hk_LPCs,6.187087279187551
c3.loc49,3,49,lod.out.hk_LPCs,6.643889165462554
c3.loc50,3,50,lod.out.hk_LPCs,6.804480821380196
c3.loc51,3,51,lod.out.hk_LPCs,6.670427737398143
S3_8542287,3,51.62402395,lod.out.hk_LPCs,6.467355777971818
c3.loc52,3,52,lod.out.hk_LPCs,6.273637065844525
S3_10095038,3,52.66044464,lod.out.hk_LPCs,5.905143348658839
c3.loc53,3,53,lod.out.hk_LPCs,5.703953704096307
S3_10674682,3,53.69854739,lod.out.hk_LPCs,5.275065020202817
c3.loc54,3,54,lod.out.hk_LPCs,5.090640447343731
c3.loc55,3,55,lod.out.hk_LPCs,4.317707066443347
c3.loc56,3,56,lod.out.hk_LPCs,3.4493348656234843
S3_11221357,3,56.05283578,lod.out.hk_LPCs,3.403881714853071
c3.loc57,3,57,lod.out.hk_LPCs,3.4039186808681166
S3_11534004,3,57.20618689,lod.out.hk_LPCs,3.4039267502035386
c3.loc58,3,58,lod.out.hk_LPCs,3.1264238154539044
c3.loc59,3,59,lod.out.hk_LPCs,2.541419128268103
S3_12526437,3,59.63464063,lod.out.hk_LPCs,2.0872251432302846
S3_12526502,3,59.63468411,lod.out.hk_LPCs,2.087209345999156
c3.loc60,3,60,lod.out.hk_LPCs,2.0960967950375675
c3.loc61,3,61,lod.out.hk_LPCs,2.0839707517509396
c3.loc62,3,62,lod.out.hk_LPCs,2.0155073506243752
c3.loc63,3,63,lod.out.hk_LPCs,1.8947146764942318
c3.loc64,3,64,lod.out.hk_LPCs,1.73430269646542
c3.loc65,3,65,lod.out.hk_LPCs,1.551635927745508
S3_12645880,3,65.45565702,lod.out.hk_LPCs,1.4652937322883304
S3_12645887,3,65.4557005,lod.out.hk_LPCs,1.4652922903811714
c3.loc66,3,66,lod.out.hk_LPCs,1.9450170262609277
S3_14408461,3,66.79760551,lod.out.hk_LPCs,2.6479331410665736
c3.loc67,3,67,lod.out.hk_LPCs,2.5714621488641
c3.loc68,3,68,lod.out.hk_LPCs,2.0139887747590137
S3_15824049,3,68.13945531,lod.out.hk_LPCs,1.9226754773177959
S3_27813773,3,68.13949879,lod.out.hk_LPCs,1.922675474408834
c3.loc69,3,69,lod.out.hk_LPCs,1.8069743037749504
S3_22375782,3,69.44533824,lod.out.hk_LPCs,1.676750464288375
S3_28829266,3,69.44538172,lod.out.hk_LPCs,1.6767504628832057
c3.loc70,3,70,lod.out.hk_LPCs,1.6424565442580956
S3_32401733,3,70.71716023,lod.out.hk_LPCs,1.4964738483851647
c3.loc71,3,71,lod.out.hk_LPCs,1.635967052313049
S3_41739842,3,71.98893874,lod.out.hk_LPCs,2.0244893496002305
c3.loc72,3,72,lod.out.hk_LPCs,2.024484466829108
c3.loc73,3,73,lod.out.hk_LPCs,2.0240466426715216
S3_47356415,3,73.21952598,lod.out.hk_LPCs,2.0239496855685957
c3.loc74,3,74,lod.out.hk_LPCs,2.023821653771563
S3_50096382,3,74.3730211,lod.out.hk_LPCs,2.023760200594836
S3_54117113,3,74.37408283,lod.out.hk_LPCs,2.023651271704523
c3.loc75,3,75,lod.out.hk_LPCs,1.8861951819114893
S3_54117186,3,75.49982674,lod.out.hk_LPCs,1.690844201155528
S3_60252314,3,75.49987022,lod.out.hk_LPCs,1.6908442121133476
c3.loc76,3,76,lod.out.hk_LPCs,1.6910684646594518
S3_76139777,3,76.66294822,lod.out.hk_LPCs,1.6913650018886983
c3.loc77,3,77,lod.out.hk_LPCs,1.6389508985407701
S3_81545955,3,77.81897239,lod.out.hk_LPCs,1.4816745986175306
c3.loc78,3,78,lod.out.hk_LPCs,1.4415407249379086
S3_54119654,3,78.99558476,lod.out.hk_LPCs,1.1997764452364663
S3_84982822,3,78.99562825,lod.out.hk_LPCs,1.1997764441163667
c3.loc79,3,79,lod.out.hk_LPCs,1.199779968701705
c3.loc80,3,80,lod.out.hk_LPCs,1.2005785540757188
S3_100845128,3,80.17773344,lod.out.hk_LPCs,1.2007215861650593
c3.loc81,3,81,lod.out.hk_LPCs,0.9165242421166795
S3_94139027,3,81.30492956,lod.out.hk_LPCs,0.7894252689453651
c3.loc82,3,82,lod.out.hk_LPCs,0.7808681278257268
c3.loc83,3,83,lod.out.hk_LPCs,0.7679240714045363
S3_86840330,3,83.69998236,lod.out.hk_LPCs,0.7584039546742929
S3_90147946,3,83.70002584,lod.out.hk_LPCs,0.758403376700926
c3.loc84,3,84,lod.out.hk_LPCs,0.8777401722300056
S3_86841287,3,84.82679019,lod.out.hk_LPCs,1.1492731866364352
c3.loc85,3,85,lod.out.hk_LPCs,1.1462460475032685
S3_90076869,3,85.89720065,lod.out.hk_LPCs,1.1302024120207648
S3_91452122,3,85.89724413,lod.out.hk_LPCs,1.1302016165887494
S3_114892966,3,85.89728762,lod.out.hk_LPCs,1.1302008209740393
c3.loc86,3,86,lod.out.hk_LPCs,1.1283338202492246
S3_118288162,3,86.90909714,lod.out.hk_LPCs,1.1115167268662276
c3.loc87,3,87,lod.out.hk_LPCs,1.0934020607142543
S3_121660188,3,87.90055067,lod.out.hk_LPCs,0.8289648490120953
c3.loc88,3,88,lod.out.hk_LPCs,0.8274352427169447
S3_122515105,3,88.89053498,lod.out.hk_LPCs,0.8136068672751549
S3_125714209,3,88.89182441,lod.out.hk_LPCs,0.8135865589811146
c3.loc89,3,89,lod.out.hk_LPCs,0.8118939576217485
S3_129163082,3,89.92922979,lod.out.hk_LPCs,0.7972334465690665
S3_129983949,3,89.92992311,lod.out.hk_LPCs,0.7972223280314097
c3.loc90,3,90,lod.out.hk_LPCs,0.7863451710539948
S3_131330502,3,90.96797099,lod.out.hk_LPCs,0.6229743503010923
c3.loc91,3,91,lod.out.hk_LPCs,0.6238759728221339
S3_132155765,3,91.95936969,lod.out.hk_LPCs,0.5675129676387769
S3_132611467,3,91.95941318,lod.out.hk_LPCs,0.5675043327736944
S3_134682325,3,91.95945666,lod.out.hk_LPCs,0.5675037453419236
c3.loc92,3,92,lod.out.hk_LPCs,0.5695941004233873
c3.loc93,3,93,lod.out.hk_LPCs,0.6163335247946407
c3.loc94,3,94,lod.out.hk_LPCs,0.6499080525426848
c3.loc95,3,95,lod.out.hk_LPCs,0.6640010084427672
c3.loc96,3,96,lod.out.hk_LPCs,0.6554099740000652
S3_136380648,3,96.67715932,lod.out.hk_LPCs,0.6371910718585809
c3.loc97,3,97,lod.out.hk_LPCs,0.5157062158220356
S3_137087146,3,97.80388969,lod.out.hk_LPCs,0.24914717970222
S3_138433110,3,97.80393317,lod.out.hk_LPCs,0.24914715403497212
S3_139181360,3,97.80397666,lod.out.hk_LPCs,0.2491502524420639
c3.loc98,3,98,lod.out.hk_LPCs,0.2291419416702638
S3_142736509,3,98.9309399,lod.out.hk_LPCs,0.12449291104019267
S3_143233104,3,98.93200163,lod.out.hk_LPCs,0.12454200756923228
c3.loc99,3,99,lod.out.hk_LPCs,0.12764392169924577
c3.loc100,3,100,lod.out.hk_LPCs,0.1595653846562186
S3_143605362,3,100.0577455,lod.out.hk_LPCs,0.16051000970395535
S3_145739515,3,100.057789,lod.out.hk_LPCs,0.16051212801511383
c3.loc101,3,101,lod.out.hk_LPCs,0.2069941866952263
S3_147805720,3,101.2293754,lod.out.hk_LPCs,0.2185234224486976
c3.loc102,3,102,lod.out.hk_LPCs,0.19734715400528557
S3_147597938,3,102.3876617,lod.out.hk_LPCs,0.18617737888092734
c3.loc103,3,103,lod.out.hk_LPCs,0.16816833865823355
S3_147405142,3,103.4352913,lod.out.hk_LPCs,0.15529643644191538
S3_147407807,3,103.4353348,lod.out.hk_LPCs,0.15529515081334466
c3.loc104,3,104,lod.out.hk_LPCs,0.13887217778807326
S3_145761677,3,104.4829983,lod.out.hk_LPCs,0.12519018412160676
c3.loc105,3,105,lod.out.hk_LPCs,0.12524562017802054
S3_147807738,3,105.6271454,lod.out.hk_LPCs,0.12531280176074233
S3_151973682,3,105.6271888,lod.out.hk_LPCs,0.1253127997911747
c3.loc106,3,106,lod.out.hk_LPCs,0.12010472905950564
S3_155803924,3,106.7714248,lod.out.hk_LPCs,0.10953208686464677
S3_156151163,3,106.7726273,lod.out.hk_LPCs,0.10968733109297091
c3.loc107,3,107,lod.out.hk_LPCs,0.14054639357118504
S3_156363028,3,107.8487176,lod.out.hk_LPCs,0.27014899178669793
c3.loc108,3,108,lod.out.hk_LPCs,0.27602192649618473
S3_156434886,3,108.8570761,lod.out.hk_LPCs,0.3038931956298825
c3.loc109,3,109,lod.out.hk_LPCs,0.30756343991600943
S3_156799970,3,109.8548425,lod.out.hk_LPCs,0.32253673278648876
c3.loc110,3,110,lod.out.hk_LPCs,0.2889108297977714
S3_159680001,3,110.9090795,lod.out.hk_LPCs,0.10363603184873682
c3.loc111,3,111,lod.out.hk_LPCs,0.10134002289953514
S3_160933885,3,111.986388,lod.out.hk_LPCs,0.06942493327318289
c3.loc112,3,112,lod.out.hk_LPCs,0.06860940810986449
c3.loc113,3,113,lod.out.hk_LPCs,0.02044199003836411
c3.loc114,3,114,lod.out.hk_LPCs,2.899791170989374e-4
S3_162587460,3,114.2436114,lod.out.hk_LPCs,1.9545160773759562e-4
c3.loc115,3,115,lod.out.hk_LPCs,0.0010210013503524351
S3_164111931,3,115.4018087,lod.out.hk_LPCs,0.0017226030716983587
c3.loc116,3,116,lod.out.hk_LPCs,7.682750754156586e-5
S3_166206498,3,116.6403047,lod.out.hk_LPCs,7.729695022362648e-4
S3_166381860,3,116.6412257,lod.out.hk_LPCs,7.758916688089812e-4
c3.loc117,3,117,lod.out.hk_LPCs,0.001010853729610517
S3_166632483,3,117.9130935,lod.out.hk_LPCs,0.0016594010234030065
c3.loc118,3,118,lod.out.hk_LPCs,0.0023743635999835533
c3.loc119,3,119,lod.out.hk_LPCs,0.020290803541684
S3_167430761,3,119.2189881,lod.out.hk_LPCs,0.026369942781968803
S3_168367248,3,119.2190316,lod.out.hk_LPCs,0.0263699431849318
c3.loc120,3,120,lod.out.hk_LPCs,0.0951042413836376
S3_168235619,3,120.5248158,lod.out.hk_LPCs,0.15547566452386263
c3.loc121,3,121,lod.out.hk_LPCs,0.15530315958721985
S3_168232954,3,121.7552248,lod.out.hk_LPCs,0.15502974085148935
c3.loc122,3,122,lod.out.hk_LPCs,0.1470003651544971
c3.loc123,3,123,lod.out.hk_LPCs,0.11316535550622575
c3.loc124,3,124,lod.out.hk_LPCs,0.08066582609296802
S3_169044093,3,124.1839524,lod.out.hk_LPCs,0.07510192465088039
c3.loc125,3,125,lod.out.hk_LPCs,0.07514691903872972
S3_170111672,3,125.3652142,lod.out.hk_LPCs,0.07516714465316454
c3.loc126,3,126,lod.out.hk_LPCs,0.07252070511049169
S3_171897758,3,126.5758227,lod.out.hk_LPCs,0.0657574385821249
c3.loc127,3,127,lod.out.hk_LPCs,0.06586917179993179
S3_173023084,3,127.8718523,lod.out.hk_LPCs,0.06609802025405997
c3.loc128,3,128,lod.out.hk_LPCs,0.06609767559217516
c3.loc129,3,129,lod.out.hk_LPCs,0.06609500777926769
S3_176794857,3,129.2136128,lod.out.hk_LPCs,0.06609443369302426
c3.loc130,3,130,lod.out.hk_LPCs,0.044597033045590706
c3.loc131,3,131,lod.out.hk_LPCs,0.019779393797364264
c3.loc132,3,132,lod.out.hk_LPCs,0.0037687990471795274
S3_178005797,3,132.0706789,lod.out.hk_LPCs,0.0030944772747716343
c3.loc133,3,133,lod.out.hk_LPCs,0.017489422200355875
S3_178151999,3,133.4909596,lod.out.hk_LPCs,0.05515730433569388
c3.loc134,3,134,lod.out.hk_LPCs,0.03806563295910337
S3_180667695,3,134.9541951,lod.out.hk_LPCs,0.010408433622728808
c3.loc135,3,135,lod.out.hk_LPCs,0.010139389904963991
c3.loc136,3,136,lod.out.hk_LPCs,0.004626948510633611
S3_181906460,3,136.4175201,lod.out.hk_LPCs,0.002877029991964264
S3_182487735,3,136.4182134,lod.out.hk_LPCs,0.00286491036155212
c3.loc137,3,137,lod.out.hk_LPCs,0.0016804823258667057
S3_183888835,3,137.8377572,lod.out.hk_LPCs,0.02761613910070082
c3.loc138,3,138,lod.out.hk_LPCs,0.02761687493170939
c3.loc139,3,139,lod.out.hk_LPCs,0.027621375456988062
S3_184155982,3,139.257301,lod.out.hk_LPCs,0.027622541484674912
S3_184268939,3,139.2579943,lod.out.hk_LPCs,0.027622541467621886
c3.loc140,3,140,lod.out.hk_LPCs,0.0262517507510438
S3_184355448,3,140.6784197,lod.out.hk_LPCs,0.023320539298026688
c3.loc141,3,141,lod.out.hk_LPCs,0.009663077336540482
c3.loc142,3,142,lod.out.hk_LPCs,0.007119013751776038
S3_185756274,3,142.0987557,lod.out.hk_LPCs,0.01056067422371143
S3_189356593,3,142.0987992,lod.out.hk_LPCs,0.010560672801830151
c3.loc143,3,143,lod.out.hk_LPCs,0.0010067193666145613
S3_194231415,3,143.5620347,lod.out.hk_LPCs,2.828662180718311e-4
c3.loc144,3,144,lod.out.hk_LPCs,0.01031230385899562
c3.loc145,3,145,lod.out.hk_LPCs,0.07663948698404965
S3_189472320,3,145.0252701,lod.out.hk_LPCs,0.07883732475215766
S3_194231402,3,145.0253136,lod.out.hk_LPCs,0.07883732513130326
S3_194231426,3,145.0253571,lod.out.hk_LPCs,0.07883732551090361
S3_194254890,3,145.0254006,lod.out.hk_LPCs,0.07883732569553104
c3.loc146,3,146,lod.out.hk_LPCs,0.037988112375273886
S3_196155795,3,146.4457366,lod.out.hk_LPCs,0.023457906388387073
c3.loc147,3,147,lod.out.hk_LPCs,0.010366847061561657
S3_199027878,3,147.8257161,lod.out.hk_LPCs,6.262608632141564e-4
c3.loc148,3,148,lod.out.hk_LPCs,0.003827040861040132
c3.loc149,3,149,lod.out.hk_LPCs,0.07842271405786505
S3_199611270,3,149.2056956,lod.out.hk_LPCs,0.10521821484803695
S3_201309004,3,149.2057391,lod.out.hk_LPCs,0.10521821544961085
c3.loc150,3,150,lod.out.hk_LPCs,0.10521821653941288
S3_201260762,3,150.5201112,lod.out.hk_LPCs,0.10521821725490099
S3_201799406,3,150.5201547,lod.out.hk_LPCs,0.10521821725490099
c3.loc151,3,151,lod.out.hk_LPCs,0.10521821725490099
S3_201301725,3,151.816095,lod.out.hk_LPCs,0.10521821725490099
S3_201321775,3,151.8161385,lod.out.hk_LPCs,0.10521821725484415
S3_201987514,3,151.816182,lod.out.hk_LPCs,0.10521821710784707
c3.loc152,3,152,lod.out.hk_LPCs,0.09881771708927545
c3.loc153,3,153,lod.out.hk_LPCs,0.06146499277792827
S3_202069601,3,153.1581211,lod.out.hk_LPCs,0.055793296181320784
S3_202777031,3,153.1581646,lod.out.hk_LPCs,0.055793296027900396
c3.loc154,3,154,lod.out.hk_LPCs,0.055763670964836365
S3_203500835,3,154.4042822,lod.out.hk_LPCs,0.05574938271524843
S3_204281378,3,154.4043256,lod.out.hk_LPCs,0.055749381874704795
c3.loc155,3,155,lod.out.hk_LPCs,0.05575683261082531
c3.loc156,3,156,lod.out.hk_LPCs,0.0557693064941418
S3_204583710,3,156.8810287,lod.out.hk_LPCs,0.055780297928265554
c3.loc157,3,157,lod.out.hk_LPCs,0.05154584894631853
S3_206481917,3,157.8123837,lod.out.hk_LPCs,0.02410274692550729
c3.loc158,3,158,lod.out.hk_LPCs,0.02328968765738182
c3.loc159,3,159,lod.out.hk_LPCs,0.01735121380443161
S3_206600779,3,159.1543229,lod.out.hk_LPCs,0.01626360279652772
S3_206605267,3,159.1551569,lod.out.hk_LPCs,0.016273022168149964
c3.loc160,3,160,lod.out.hk_LPCs,0.025908027001889877
S3_208063573,3,160.4960712,lod.out.hk_LPCs,0.031046444947548935
c3.loc161,3,161,lod.out.hk_LPCs,0.020398448759351595
c3.loc162,3,162,lod.out.hk_LPCs,0.0052359787616182984
c3.loc163,3,163,lod.out.hk_LPCs,1.2811094620701624e-6
S3_209913044,3,163.1391028,lod.out.hk_LPCs,1.3100426542678179e-4
S3_210206586,3,163.1401108,lod.out.hk_LPCs,1.306170137809204e-4
c3.loc164,3,164,lod.out.hk_LPCs,9.03714976629999e-6
S3_210265629,3,164.3200968,lod.out.hk_LPCs,6.628145627018966e-5
c3.loc165,3,165,lod.out.hk_LPCs,0.01334544852744557
c3.loc166,3,166,lod.out.hk_LPCs,0.09486218884705977
c3.loc167,3,167,lod.out.hk_LPCs,0.2505569039830675
c3.loc168,3,168,lod.out.hk_LPCs,0.45853572635928685
S3_212161111,3,168.1683479,lod.out.hk_LPCs,0.49644506417189405
S3_214309597,3,168.1683914,lod.out.hk_LPCs,0.496445067611603
c3.loc169,3,169,lod.out.hk_LPCs,0.5244520443474698
c3.loc170,3,170,lod.out.hk_LPCs,0.5422407586498821
S3_214364525,3,170.8870717,lod.out.hk_LPCs,0.5404178553605448
S3_214476682,3,170.8871152,lod.out.hk_LPCs,0.5404173384501973
S3_214716186,3,170.8878955,lod.out.hk_LPCs,0.5403971326296642
c3.loc171,3,171,lod.out.hk_LPCs,0.5369618599576143
c3.loc172,3,172,lod.out.hk_LPCs,0.46549270637916607
S3_214751421,3,172.2670071,lod.out.hk_LPCs,0.43724797817895933
S3_217561389,3,172.2670506,lod.out.hk_LPCs,0.4372479776567957
c3.loc173,3,173,lod.out.hk_LPCs,0.42528806265909225
S3_215380538,3,173.5395849,lod.out.hk_LPCs,0.4108514871187481
c3.loc174,3,174,lod.out.hk_LPCs,0.39527975599185083
S3_217561090,3,174.7864578,lod.out.hk_LPCs,0.3635255789218377
S3_217637787,3,174.7870104,lod.out.hk_LPCs,0.36350130416064985
c3.loc175,3,175,lod.out.hk_LPCs,0.36927112820143293
c3.loc176,3,176,lod.out.hk_LPCs,0.3941995661081137
S3_217936448,3,176.0349614,lod.out.hk_LPCs,0.3950084229833237
c3.loc177,3,177,lod.out.hk_LPCs,0.4337710701951778
c3.loc178,3,178,lod.out.hk_LPCs,0.45042355837421155
S3_218187140,3,178.5468523,lod.out.hk_LPCs,0.4488929957470873
S3_218188068,3,178.8277708,lod.out.hk_LPCs,0.4507564485726334
c3.loc179,3,179,lod.out.hk_LPCs,0.4507565506972355
c3.loc180,3,180,lod.out.hk_LPCs,0.45075713903452197
S3_218837079,3,180.1337547,lod.out.hk_LPCs,0.4507572183629236
c3.loc181,3,181,lod.out.hk_LPCs,0.4509457124679557
S3_219183047,3,181.345873,lod.out.hk_LPCs,0.4510213187659815
c3.loc182,3,182,lod.out.hk_LPCs,0.5019862672127147
c3.loc183,3,183,lod.out.hk_LPCs,0.5443588652621543
S3_219891242,3,183.6584548,lod.out.hk_LPCs,0.5474969722791911
c3.loc184,3,184,lod.out.hk_LPCs,0.5474233590942958
S3_220704591,3,184.8130809,lod.out.hk_LPCs,0.547248822519748
c3.loc185,3,185,lod.out.hk_LPCs,0.5724167276442813
c3.loc186,3,186,lod.out.hk_LPCs,0.6663372851887743
S3_220767385,3,186.051577,lod.out.hk_LPCs,0.6687864153074656
S3_220767794,3,186.05249800000001,lod.out.hk_LPCs,0.66882771879454594
c3.loc187,3,187,lod.out.hk_LPCs,0.6688306983608072
S3_220855250,3,187.2919827,lod.out.hk_LPCs,0.6688316220322577
c3.loc188,3,188,lod.out.hk_LPCs,0.6489975188605968
c3.loc189,3,189,lod.out.hk_LPCs,0.5821138809050694
S3_221539251,3,189.9121123,lod.out.hk_LPCs,0.486920037068046
S3_221687505,3,189.9121557,lod.out.hk_LPCs,0.486917896495072
S3_222584293,3,189.9121992,lod.out.hk_LPCs,0.48691789679566
c3.loc190,3,190,lod.out.hk_LPCs,0.49716216127194457
c3.loc191,3,191,lod.out.hk_LPCs,0.5788070944027481
S3_223175307,3,191.2171931,lod.out.hk_LPCs,0.5849899014814355
S3_223560357,3,191.2180272,lod.out.hk_LPCs,0.5850043374584288
c3.loc192,3,192,lod.out.hk_LPCs,0.5850050082394773
S3_223539203,3,192.5237773,lod.out.hk_LPCs,0.5850054585504836
S3_223560269,3,192.5238208,lod.out.hk_LPCs,0.5850054591199978
c3.loc193,3,193,lod.out.hk_LPCs,0.5782743710771001
c3.loc194,3,194,lod.out.hk_LPCs,0.5302732369652858
c3.loc195,3,195,lod.out.hk_LPCs,0.4518296691516639
S3_223611057,3,195.144007,lod.out.hk_LPCs,0.4393500798124137
S3_223961679,3,195.1440505,lod.out.hk_LPCs,0.4393500810066939
c3.loc196,3,196,lod.out.hk_LPCs,0.7627394364162114
S3_224234651,3,196.352861,lod.out.hk_LPCs,0.8905869409289267
c3.loc197,3,197,lod.out.hk_LPCs,0.8063844010615071
S3_224597542,3,197.5325249,lod.out.hk_LPCs,0.7042433515522362
c3.loc198,3,198,lod.out.hk_LPCs,0.7716091178611464
S3_224675872,3,198.684423,lod.out.hk_LPCs,0.8222867776024145
c3.loc199,3,199,lod.out.hk_LPCs,0.8858463025655965
c3.loc200,3,200,lod.out.hk_LPCs,1.0586464747512423
c3.loc201,3,201,lod.out.hk_LPCs,1.1579262049369277
S3_225307968,3,201.0459364,lod.out.hk_LPCs,1.1603873636846629
c3.loc202,3,202,lod.out.hk_LPCs,0.7930969833081463
c3.loc203,3,203,lod.out.hk_LPCs,0.4288764933206153
S3_225460120,3,203.4669729,lod.out.hk_LPCs,0.28767440870768723
S3_226823218,3,203.4670164,lod.out.hk_LPCs,0.28767268149709935
c3.loc204,3,204,lod.out.hk_LPCs,0.249649676498791
